date_and_time,place,text,title
"April 19, 2020 23:08 IST","NEW DELHI,","Calling on the Indian government to take steps to protect Muslim minorities who are being “negatively profiled,” facing “discrimination and violence” amidst the,COVID-19,crisis, the 57-member Organisation of Islamic Cooperation (OIC) has criticised what it called “growing Islamophobia” in India.,Also read |,Nizamuddin centre COVID-19 cases spark a controversy,“[We] urge the Indian Govt to take urgent steps to stop the growing tide of Islamophobia in India and protect the rights of its persecuted Muslim minority as per its obligations under international Human Rights law,” said a tweet issued by OIC’s Independent Permanent Human Rights Commission (OIC-IPHRC) on Sunday.,The statement came on the same day,Prime Minister Narendra Modi had clearly said that “unity and brotherhood” must be the response to the coronavirus,, which does not see “race, religion, colour, caste, creed, language or borders before striking.”,Also read |,Another Indian expat in UAE sacked over Islamophobic post,The Ministry of External Affairs declined to comment on the statement.,Last week it had reacted sharply to two similar statements on religious “stigmatisation” of minorities in India,by the U.S. Commission on International Religious Freedom (USCIRF).,In one statement, the U.S. Commission criticised India, Pakistan and Cambodia for “failure to protect vulnerable religious communities” and “increased stigmatisation”.,In another specific statement, the USCIRF reacted to reports, which the government denied, that COVID-19 patients,were religiously segregated at a hospital in Ahmedabad.,On Saturday, it also held an expert hearing on “Religious Freedom on South Asia”, organised by the “Hindus for Human Rights”, “Indian-American Muslim Council” and “International Christian Concern,” ahead of its annual USCIRF report release on April 28, where India has been categorised as a “tier 2 country of particular concern.”,“As if its peremptory commentary on religious freedom in India is not enough, the USCIRF is now spreading misguided reports on the professional medical protocols followed to deal with spread of COVID-19 in India,” the MEA spokesperson had said.,Meanwhile, on March 30, the United Nations’ Office of The Commissioner for Human Rights had issued a more general statement against the “exploitation” of coronavirus-related fears by groups and politicians to “scapegoat minorities” in various countries.","Islamophobia is rising in India, says Organisation of Islamic Cooperation"
"April 20, 2020 03:21 IST","CHANDIGARH ,","It's been 13 days since 48-year-old Harpal Singh, the,sarpanch,(village head) of Pathlawa village in Punjab’s Shaheed Bhagat Singh Nagar (SBS) district was declared COVID-19 free. But he stayed on till Sunday in the quarantine ward of the district hospital in Nawanshahr because his 72-year-old mother had also tested positive and was admitted to the hospital.,A very relieved Mr Singh is now all set to return home with his mother who has also recovered and tested negative.,The mother and son were among 19 cases from SBS district. Punjab's first death due to COVID-19 — of a 70-year-old man on March 18 — was also recorded from Mr Harpal’s village of Pathlawa.,However, no fresh case has been reported from the district since March 26 and 17 of the 19 infected persons have been treated and discharged. Only one 15-year-old patient remains under treatment at the district hospital.,“I was admitted on March 22 after my samples tested positive and was discharged on April 7 after reports were found to be negative, but I didn't want to go without my mother. And I decided to stay at the quarantine ward of the hospital. Today, I am happy that my mother has also been cured and we will both go back home,” Mr. Harpal told,The Hindu,on the phone.,Thanking the dedication of hospital staff for their recoveries, Mr. Harpal said people need to stay clam and overcome their fears if they test positive for COVID-19.,“Doctors and other staff at the hospital counselled me and kept motivating me, it helped me a lot. It may not be easy but one should overcome his/her fear and have courage. Practising hygiene and taking precautions are other important things to be kept in mind,” he added.,“In case there's any symptom of coronavirus, one should immediately get the treatment and should not be afraid. The earlier the treatment starts, the better it is,” Mr. Harpal emphasised. “Also, I believe that a patient’s family and close ones should stay in touch to keep up the morale. Loneliness is devastating. I kept listening to,Gurbani,(hymns from the Granth Sahib),” he added.,Deputy Commissioner Vinay Bublani, said as soon as the first COVID-19 death was reported from SBS district, the administration initiated a strategy to geographically tag affected areas.,“In this process 15 effected villages were sealed and the containment plan was strictly implemented. We subsequently contact-traced the possible cases and sent their samples for testing. 469 samples were collected out of which 19 were declared positive. They were all kept at isolation centres,” he said.,Mr. Bulani added that at the isolation centre the patients were not only medically treated but also mentally motivated and counselled. “All these practices resulted in recovery of patients and further helped in controlling the spread of the virus. Aggressive testing along with community effort and the team effort by the district administration, police and health department has enabled us to achieve the positive results,” he said.","Coronavirus | Overcoming fear key to COVID-19 recovery, says Punjab patient"
"April 20, 2020 05:33 IST",,"The Revenue Department of the Finance Ministry has asked its officers and staff to contribute one day’s salary to the PM-Cares Fund, every month, for a year.,The PM-Cares Fund was set up last month to collect donations for the COVID-19 pandemic.,An internal circular of the Department said: “It has been decided to appeal all officers and staff of the Department of Revenue to contribute their one day’s salary every month till March 2021 to the Prime Minister’s Citizen Assistance and Relief in Emergency Situations (PM-Cares) Fund to aid the government’s effort to fight the coronavirus pandemic.”,The circular, which has been reviewed by,The Hindu,, further said officers who do not want to contribute should say so in writing.,“Any officer or the staff having objection to it may intimate Drawing and Distribution officer, Department of Revenue in writing mentioning his/her employee code latest by 20.04.20,” the circular dated April 17, said.,The communication has come as a surprise to the officers and staff of the department as, they say, typically requests for such contributions come through the employees’ association. Furthermore, employees have been never asked to give in writing if they do not want to donate.,“Never before contribution was asked for every month, for a year. This is more than one-third of a months’ salary,” said an officer on the condition of anonymity.,The PM-Cares fund, a public charitable trust, was set up the primary objective of dealing with any kind of emergency or distress situation, like the COVID-19 pandemic, and to provide relief to the affected.,The Prime Minister is the ex-officio Chairman of the fund and Minister of Defence, Minister of Home Affairs and Minister of Finance, are ex-officio Trustees of the Fund.,Donations to the fund qualify for 80G benefits for 100% exemption under the Income Tax Act, 1961. Donations will also qualify to be counted as Corporate Social Responsibility (CSR) expenditure under the Companies Act, 2013.",Coronavirus | FinMin fiat to staff on monthly donations to PM-Cares
"April 25, 2020 20:19 IST","NEW DELHI ,","Only 15% of poor households have received the one kg of pulses promised for April under the Centre’s COVID-19 welfare package, according to an analysis of the government agency data. Of the 1.96 lakh tonnes of pulses that should have been given to more than 19 crore households this month, only 30,000 tonnes have been distributed so far, according to the Consumer Affairs Department.,Distribution is likely to speed up by the first week of May, with delays caused by the fact that the government only stores unmilled pulses in its godowns, and has had to start a massive milling operation before delivering them to ration shops.,Last month, Finance Minister Nirmala Sitharaman had announced extra ration allocations from April to June as part of the Pradhan Mantri Garib Kalyan Yojana, said to be worth ₹1.7 lakh crore. All 80 crore National Food Security Act beneficiaries were to get an extra 5 kg of rice or wheat each month, while each household was to get one kg of pulses to meet protein needs.,Given that all States already distribute rice and wheat through a well-established Public Distribution System, with grain provided from a network of the FCI warehouses, distribution of the promised extra grain began early in April. However, the distribution to more than 19 crore families was stalled by several hurdles.,The National Agricultural Cooperative Marketing Federation is the nodal agency which procures and stores a buffer stock of pulses. To provide the necessary 5.88 lakh tonnes of cleaned and milled pulses promised under the scheme, NAFED has pressed over 100 dall mills into service to process about 8.5 lakh tonnes of unmilled pulses lying in about 165 godowns across the country.,“The scale of this operation is massive and far more complex than foodgrain movement,” according to a Consumer Affairs statement. “Each kg of pulse goes through at least three [in many cases four] trips by truck and as many cycles of loading and unloading. While for long distances, transport is being done through goods train, in most cases transportation is by road through trucks.”,Over four weeks, the operation involves about two lakh truck trips, a challenging target during the lockdown as many godowns and mills lie in hotspot areas. Availability of trucks and labour for loading and unloading has been a major problem in these areas, said the department.,Of the 1.96 lakh tonnes needed for April, about 1.45 lakh tonnes have been offered to States already. Only a few States have dal mills within their own jurisdiction and they have been asked to lift the milled pulses themselves to speed up the process.,So far, States have picked up only a third of the month’s requirement, with 17 States and Union Territories having begun distribution. Others intend to distribute the first instalment in the first week of May, along with that month’s foodgrain ration. In a number of States, efforts are being made to distribute the pulse ration for all three months in May itself.",Only 15% of poor households have received 1 kg of pulses promised for April
"April 20, 2020 03:36 IST","new Delhi,","All Deputy Secretary level officers and above will join office from Monday, nearly a month after working from home due to the lockdown to check the spread of coronavirus, a senior official said.,Joint Secretaries, Additional Secretaries, Special Secretaries and Secretaries had joined Central government departments on April 13.,In its revised guidelines related to the ongoing lockdown, the Home Ministry had on Wednesday said that “all the ministries and departments and offices under their control are to function with 100% attendance of Deputy Secretary and levels above that.”,“Remaining officers and staff to attend up to 33% as per requirement,” according to the guidelines.,All Central government departments have been working with skeletal staff after the lockdown was imposed on March 25.,“There has to be 100% attendance of Deputy Secretaries and Director level officers from Monday as per the Home Ministry guidelines,” the officer said.,According to the revised guidelines, all work places shall have adequate arrangements for temperature screening and provide sanitisers at convenient places.,“Persons above 65 years of age and persons with co-morbidities and parents of children below the age of 5 may be encouraged to work from home,” the Home Ministry had said in the guidelines for “work spaces.”,All work places must have a gap of one hour between shifts and should stagger the lunch breaks of staff to ensure social distancing, it instructed.,All organisations shall sanitise their workplaces between shifts and large meetings to be prohibited, the guidelines said, adding that “use of ‘Arogya Setu’ app will be encouraged for all employees, both private and public.,“Use of staircase for climbing should be encouraged,” it said.,Besides these, defence, Central Armed Police Forces, Health and Family Welfare, disaster management and early warning agencies, National Informatics Centre, Food Corporation of India, NCC, Nehru Yuva Kendras and Customs to function without any restrictions, the guidelines said.,With respect to offices of the States and union territories, the Home Ministry has asked district administrations and treasury, including field offices of the Accountant General, to function with restricted staff.,“However, delivery of public services shall be ensured, and necessary staff will be deployed for such States,” it said.,All other departments of States and UTs will work with restricted staff, the guidelines said.","Coronavirus lockdown | Deputy Secretaries, above level officers to join on April 20"
"April 19, 2020 23:33 IST","NEW DELHI ,","A day ahead of a possible relaxation in lockdown curbs, confusion reigned on the actual number of,COVID-19,cases in the country registered on Saturday.,The Indian Council of Medical Research (ICMR), which coordinates testing and is the central node of data regarding the daily infections, reported that 16,365 individuals had been confirmed positive. Of these 2,154 were confirmed on Saturday alone — the first time the daily case load breached the 2,000 mark.,India coronavirus lockdown Day 26 updates,,|,Helpline numbers,However, the Health Ministry, the point-Ministry for all information regarding COVID-19, reported only 14,792 cases and 957 new cases.,On Sunday, the,ICMR reported,that 17,615 individuals have been confirmed positive. However, the Ministry, which updates figures twice daily, continued to report the lagged figures. At the daily afternoon briefing, Joint Secretary in the Health Ministry Lav Agarwal updated this to 15,712. By Sunday evening, this had crept up to 16,115 but still fell short of the ICMR’s Saturday numbers.,The discrepancy has prompted several questions.,“Numbers of positive cases put out today by the States, by ICMR and by Ministry of Health are conflicting and confusing,” former Finance Minister, P. Chidambaram, tweeted.,Interactive map of confirmed coronavirus cases in India,|,,State-wise tracker for coronavirus cases, deaths and testing rates,“I rely on the dashboard jointly hosted by M/Health and ICMR. The difference between the dashboard number and ICMR’s number for April 18 is an astonishing 1,573. Will the M/Health and ICMR reconcile their reports from the States and report a uniform number every day?” he asked.,Coronavirus,|,Chidambaram asks govt. to release uniform figures of positive cases,A lag between the numbers reported by the states, the health ministry and the ICMR has been a constant since March, particularly after the lockdown. The Health Ministry explains it as happening because it reported numbers only after breaking it up by State- and-district and getting ground-level confirmation. This process, Mr. Agrawal said, led to the “occasional lag”.,,The ICMR has also increased the number of labs and widened the pool of people it is testing. As of April 18 (Saturday), there were 194 government or state-funded labs and 82 private labs. All labs have varying capacity in terms of their equipment and personnel trained at analysis and this has contributed to delays in communicating data, said officials in charge of testing labs.,Download,The Hindu,’s multi-language e-book on essential COVID-19 information,“The very act of sorting out samples can take upto four hours as not all of them are uniformly labelled. It can take upto 6 hours to process a batch (and the number per batch varies too) and generate reports and send. So fluctuations in daily numbers can also be because of processing times,” Rakesh Mishra, Director, Centre for Cellular and Molecular Biology, Hyderabad, told,The Hindu,.","Coronavirus | Confusion over mismatch in Health Ministry, ICMR figures"
"April 20, 2020 11:56 IST",,,
"April 20, 2020 04:40 IST","Agartala,","Tripura Chief Minister Biplab Kumar Deb expressed serious concern over lockdown violations in Bangladesh that recently hit the headlines, and felt need for extra surveillance on the border.,In a televised speech on April 19 night he stated that police and the Border Security Force (BSF) were given instructions to spoil infiltration bid through unfenced border strips in the State.,Without mentioning details, the Chief Minister hinted at Saturday’s funeral congregation where tens of thousands of people converged at a place in eastern Bangladesh which is observing a nationwide lockdown to prevent spread of COVID-19. The place of occurrence of the massive gathering is just 10 km from Agartala, a security official said.,Mr. Biplab Kumar Deb urged people residing in bordering villages to cooperate with security agencies to ensure no influx occurred in the State at a time when India is fighting against spread of coronavirus.,He said he had made calls to senior elected representatives of three-tier panchayats to seek their cooperation in successful sealing of State’s 856 km border with Bangladesh.,The Chief Minister, in his speech, announced easing some restrictions for industry, small time traders, shops dealing with essential commodities and work in construction sites in compliance with advisory of the Central government. He appealed to the people to adhere to restrictions during national lockdown till May 3.",Coronavirus | Tripura CM expresses anxiety over lockdown violations in neighbouring Bangladesh
"April 20, 2020 10:32 IST","New Delhi,","The Ministry of Home Affairs (MHA) has written to the Kerala government for violation of lockdown measures as it allowed public buses and barber shops to open from April 20.,Also read:,List of what is and what is not allowed after April 20,In a,letter to Kerala Chief Secretary,Tom Jose on Sunday, the Union Home Secretary Ajay Bhalla said that the Kerala government had circulated some revised guidelines on April 17 and allowed activities that were prohibited under the lockdown measures. The letter said that the State government should rectify the guidelines and ensure strict compliance of the measures.,According to the letter, the additional activities allowed by the Kerala government are local workshops, barber shops, restaurants, book stores, MSMEs in municipal limits, bus travel in the cities and towns for short distances, two passengers in the back seat of cars, pillions on scooters, which amounts to violation of the MHA order.,Mr. Bhalla wrote another letter to all States and Union Territories asking them to strictly comply with MHA guidelines and ensure its implementation without any dilution.,On April 15, the MHA had revised its earlier guidelines issued under the Disaster Management Act, 2005, to allow the States to decide the additional public activities to be allowed from April 20 in non-hotspot zones. It said the additional facilities would have to be based on strict compliance to the existing guidelines on lockdown measures. The first set of such guidelines were issued on March 24 under the DM Act, 2005 invoked for the first time in the country in wake of the COVID-19 pandemic.,The countrywide lockdown, imposed on March 25 and which ended on April 14, has been extended till May 3.,Special Correspondent from Kerala adds:,The Centre's criticism reportedly prompted Chief Minister Pinarayi Vijayan to meet Chief Secretary Tom Jose and State Police Chief Loknath Behera and other senior officers at the government Secretariat here on Monday.,Mr. Jose said the letter from the Union Ministry of Home Affairs was only part of an ongoing discussion between the Centre and the state on relaxing the lockdown restrictions. ""I am in touch with the Union Home Secretary Ajay Bhalla and have conveyed Kerala's request for relaxation in some areas. He assured me that the Centre would consider the request"", he told newspersons in Thiruvananthapuram on Monday.,Officials indicated the government was likely to revise the regulations further, particularly in the wake of an uncontrolled turn of people and vehicles in green and orange zone districts in Kerala on Monday. Mr Vijayan is expected to make a statement at his customary COVID-19 news briefing in the evening.,Kerala had permitted workshops, salons, restaurants and book stores to open in two districts classified as Green and Orange (B) zones from April 20. They are Kottayam and Idukki. It also had relaxed curfew norms in Alappuzha, Thiruvananthapuram, Palakkad, Wayanad, and Thrissur that fell in the Orange (B) zone category.",MHA writes to Kerala govt. for violation of lockdown measures
"April 20, 2020 04:24 IST","CHANDIGARH,","Ten fresh cases of COVID-19 were reported in Punjab on Sunday, taking the total tally to 244 in the State, according to a government statement.,The State Health department said that out of the 10 cases, four are from SAS Nagar and six from Jalandhar district. Till now, Punjab has seen 16 coronavirus-related deaths, while 37 have been cured.,Chief Minister Amarinder Singh, meanwhile, ruled out any relaxation in the curfew till May 3.,He ordered strict enforcement of the curfew in all districts, with no relaxation or concessions whatsoever even during the Ramzan period beginning this week. He also made it clear that no special curfew passes should be issued to the people on account of Ramzan, said an official statement.,The Chief Minister wanted firm steps to ensure that there was no crowding at grocery and other shops selling essentials, and all norms of social distancing were strictly adhered to, added the statement.,The decision assumes significance in the backdrop of various relaxations given by the Union Home Ministry for non-containment zones, effective from April 20.,“However, taking into consideration the ground situation, the Chief Minister is of the firm view that there should be no relaxation, except already announced by his government with respect to harvesting and procurement operations, as well as those relating to operations of certain industries, brick kilns and construction activity, which are housing migrant labourers or have them on site,” it added.,Separately, Director General of Police Dinkar Gupta directed non-deployment of police personnel over 55 years or those with pre-existing medical risks on frontline jobs.,He also ordered strict compliance of his orders on weekly off and rest days for all policemen on frontline duties.",Coronavirus | 10 fresh cases in Punjab
"April 20, 2020 10:53 IST","New Delhi:,","Toll collection on National Highways across the country resumed on Monday in line with government directives, a move which is being opposed by transporters.,The central government on March 25, had announced temporary suspension of toll collection following directives by the Ministry of Home Affairs in the wake of coronavirus pandemic.,National Highways Authority of India (NHAI) as well as highway developers resumed collection at toll plazas.,Highways developer IRB Infrastructure Developers said all its Special Purpose Vehicles (SPVs) “have resumed their toll collection from 00.00 hours today” in line with the NHAI directives.,A spokesperson of IRB Infrastructure Developers said, we are pleased to have the directives from nodal agencies to resume toll operations. This seems to be a positive sign for the sector, with an indication leaning towards restoration of normalcy in phased manners for the nation.,IRB Infra’s projects SPVs collectively operate 50 toll plazas across India and all have now fully resumed their operations from Monday.,In line with NHAI guidelines, all Project SPVs will be taking necessary precautions and care at toll plazas for highway users and employees manning the toll plazas. For this, the company has provided adequate masks, sanitizers, hand gloves, etc. to employees manning the toll plazas.,However, All India Motor Transport Congress (AIMTC), protested against resumption of toll on national highways and said it will adversely affect rabi crop procurement, adding that over 85 per cent transporters are cash-starved small operators who will not able to sustain toll fee.,AIMTC, the apex body for transporters that represents about 95 lakh truckers and transport entities, has sought suspension of toll till May 3.,“As per inputs received from across the country, procurement of rabi crop will be disturbed, as more than 85 per cent, finance-starved small operators can’t sustain toll burden starting April 20. Tolls must be suspended at least till May 3,” AIMTC President Kultaran Singh Atwal has said seeking the Prime Minister’s Office’s intervention.,Atwal has said that more than 85 per cent of the transport fraternity have one to five vehicles and about 65 per cent of them are self-employed owner-drivers.,AIMTC Secretary General Naveen Gupta said: “Only 15 per cent of the transporters own big fleets but they are also helpless... some have vehicles transporting essential goods while others are facing shortages of drivers.”,He said the transport fraternity is financially broken and does not have finance for operations and bringing back drivers, which is a big challenge.,AIMTC has sought a relief package from the government that includes Rs 15,000 per driver per month besides insurance cover to drivers and supporting staff.,Indian Foundation of Transport Research and Training (IFTRT) Coordinator S P Singh said in the past 21 days, the benefit of toll fee not being levied was hardly being passed on in the form of any reduction in truck rentals across the country.,On March, Road Transport and Highways Minister Nitin Gadkari had announced: “In view of COVID-19, it has been ordered to temporarily suspend the collection of toll at all toll plazas across India.”,This will not only reduce inconvenience to emergency services but also save critical time, he had said.,The minister had also said that maintenance of roads and availability of emergency resources at toll plazas will continue as usual.,Earlier, the road transport and highways ministry advised the NHAI to follow the home ministry’s guidelines about toll plaza operations following the lockdown.,The prevailing condition may be treated as ‘Force Majeure’ for concession or contract agreement in terms of the finance ministry, it had said.,The NHAI had rolled out the electronic toll collection programme across India in December on its over 500 toll plazas while doubling toll charges from the vehicles entering FASTag lanes without the tag.",Toll collection resumes on National Highways
"April 20, 2020 10:39 IST","Ahmedabad:,","The Ahmedabad Textile Industrys Research Association (ATIRA) in collaboration with the Defence Research and Development Organisation has produced a high quality cloth to make masks of 99 per cent filter efficiency, the highest among all kind of masks available in the country.,ATIRA is developing the cloth material for preparation of five lakh ‘N-99 masks’, which it says would be better in quality than the N-95 masks that have been in huge demand of late in the fight against coronavirus.,While the N-95 respirator is able to filter 95 % of the very small airborne particles, the efficiency of the N-99 mask to filter such particles will be 99 %.,The Ahmedabad-based textile research association claims it is the only facility in the country to produce filter cloth for N-99 masks.,“Ninty nine per cent filtration is the highest among all types of masks available in India. There were many challenges initially, but with the untiring efforts of our highly competent scientists and research technicians, we were able to successfully develop this cloth and produce it on large scale, ATIRA director Pragnesh Shah told PTI.,The N-99 mask has five layers out of which two are of nano mesh which are inside and three outer layers are of cloth, he said.,“Currently, the filter cloth is manufactured at a state-of-the-art facility of ATIRA as per the WHO guidelines.,The Government of India and the Defence Research and Development Organisation (DRDO) have recognised the efficiency of these masks, Mr. Shah said.,The high quality cloth for over 3.5 lakh masks has already been handed over to DRDO, while production of more such material is going on, said ATIRA deputy director Deepali Palawat, who is heading the project.,“This project is the finest example of collaboration and coordination with the government. It was difficult to procure raw materials during the lockdown. The government has moved mountains to help us procure the raw materials and provided full support during the lockdown,” she said.,Palawat said it was difficult to convert the research centre into a production unit but a 15-member ATIRA staff, including scientific officers and technicians, are working round-the-clock to fulfil DRDO’s order of five lakh masks.,“The DRDO is getting these masks ready for health ministry officials, doctors of the All India Institute of Medical Sciences (AIIMS) and top defence cadre, she said.,“We are happy that we are able to help the Indian government and people during such unprecedented times. Our partnership with DRDO has yielded something noteworthy for the country,” ATIRA council member Punit Lalbhai said.,ATIRA is a renowned body set up here in 1947 by textile mills as an autonomous non-profit R&D institution.,Its activities cover various aspects, from fibre to finished fabrics in traditional textiles as well as technical textiles in the arena of geo-textiles, nano web technology and composites, as per the association’s website.",Coronavirus | Textile body develops high quality cloth to make ‘N-99’ masks
